Product,Product_Brand,Item_Category,Subcategory_1,Subcategory_2,Item_Rating,Date,Selling_Price
P-640,B-133,automotive,accessories spare parts,car interior exterior,2.7,12-01-2019,1601.13
P-10800,B-2859,clothing,women s clothing,western wear,4,03-03-2015,991.91
P-126,B-30,jewellery,necklaces chains,necklaces,2.2,12-01-2015,613.64
P-12567,B-3352,computers,network components,routers,5,12-01-2014,3306.17
P-12442,B-3311,jewellery,necklaces chains,necklaces,3.3,12-01-2014,312
P-3431,B-888,baby care,baby bath skin,baby bath towels,1,31-12-2017,4581.3
P-4847,B-3078,clothing,women s clothing,western wear,4,12-01-2016,899.39
P-923,B-133,automotive,accessories spare parts,car interior exterior,3.4,12-01-2014,931.97
P-368,B-88,automotive,accessories spare parts,car bike care,1.5,19-03-2016,1126.42
P-1417,B-248,home furnishing,bath linen,towels,2.6,20-12-2015,775.58
P-2177,B-498,automotive,accessories spare parts,car interior exterior,4.7,05-05-2016,1317.25
P-6793,B-3078,toys school supplies,school supplies,geometry pencil boxes,3.2,12-01-2014,227.12
P-10756,B-3078,watches,wrist watches,svm wrist watches,1.3,12-12-2019,1207.07
P-3318,B-3078,clothing,women s clothing,western wear,4.6,01-06-2017,484.61
P-5007,B-3078,clothing,women s clothing,ethnic wear,4.8,12-01-2013,706.27
P-3388,B-879,jewellery,necklaces chains,necklaces,3.4,12-01-2012,329.55
P-3261,B-3078,beauty and personal care,fragrances,deodorants,4.3,12-01-2012,359.96
P-6347,B-1657,beauty and personal care,fragrances,deodorants,2.6,03-02-2013,1493.09
P-3814,B-397,clothing,women s clothing,lingerie sleep swimwear,3,01-07-2017,340.49
P-3969,B-1020,jewellery,rings,unknown,3.7,01-01-2019,27628.08
P-4018,B-1033,mobiles accessories,mobile accessories,mobile chargers,3.4,28-06-2015,664.52
P-1576,B-310,bags wallets belts,bags,hand bags,4.7,06-03-2017,880.89
P-1005,B-133,automotive,accessories spare parts,car interior exterior,5,12-01-2018,1399.84
P-11062,B-2933,mobiles accessories,tablet accessories,cases covers,4.4,20-12-2013,3195.29
P-5447,B-1444,cameras accessories,camera accessories,lens hoods,3,29-12-2016,1599.32
P-699,B-133,automotive,accessories spare parts,car interior exterior,2.4,12-01-2012,1592.57
P-8538,B-2250,computers,laptop accessories,computer accessories combos,2.8,03-03-2019,393.8
P-7878,B-3078,clothing,men s clothing,t shirts,3.2,13-12-2017,560.15
P-12063,B-3078,clothing,men s clothing,winter seasonal wear,4.6,29-12-2018,835.19
P-3262,B-3078,beauty and personal care,fragrances,deodorants,4.2,12-01-2012,362.34
P-2447,B-590,tools hardware,tools,gardening tools,4,01-07-2019,877.56
P-3003,B-3078,footwear,women s footwear,wedges,4.6,01-07-2018,460.62
P-11522,B-3075,kitchen dining,pressure cookers pans,united pressure cookers pans,1.4,04-02-2015,1207.22
P-7232,B-3078,clothing,women s clothing,fusion wear,3.2,01-07-2014,576.49
P-9785,B-3078,clothing,women s clothing,western wear,2.4,01-07-2019,635.45
P-12178,B-3248,sports fitness,team sports,cricket,3,03-03-2019,2383.13
P-242,B-70,footwear,men s footwear,slippers flip flops,1.3,25-03-2017,1630.27
P-11673,B-3132,automotive,accessories spare parts,car interior exterior,3,25-03-2020,1032.68
P-2243,B-516,home kitchen,kitchen appliances,mixer juicer grinders,3.6,12-03-2012,1236.82
P-853,B-133,automotive,accessories spare parts,car interior exterior,4.3,12-01-2018,931.28
P-3133,B-810,tools hardware,tools,gardening tools,1.1,01-07-2014,730.42
P-7929,B-2114,mobiles accessories,mobile accessories,earphone cable organizers,3.6,04-02-2017,730.92
P-8698,B-3078,kitchen dining,coffee mugs,prithish coffee mugs,5,12-01-2018,212.77
P-7471,B-2000,gaming,gaming accessories,headphones with mic,2.4,05-10-2013,4345.06
P-11346,B-3078,footwear,women s footwear,casual shoes,3.3,12-01-2018,609.55
P-2147,B-3078,footwear,women s footwear,wedges,3.1,29-12-2014,946.71
P-10196,B-2702,mobiles accessories,mobile accessories,headphones,2.5,03-11-2014,5432.49
P-3675,B-943,clothing,women s clothing,western wear,4.7,24-04-2016,1160.44
P-591,B-133,automotive,accessories spare parts,car interior exterior,4.6,12-01-2015,1603.99
P-6320,B-3078,clothing,men s clothing,ethnic wear,1.5,30-12-2019,623.87
P-2680,B-689,jewellery,bangles bracelets armlets,bracelets,3.5,20-12-2018,433.27
P-7723,B-3078,clothing,men s clothing,t shirts,3,13-12-2016,574.15
P-37,B-1,automotive,accessories spare parts,car interior exterior,3.7,12-01-2015,1607.92
P-130,B-33,jewellery,necklaces chains,necklaces,3.6,12-01-2012,401.79
P-11476,B-3067,jewellery,necklaces chains,necklaces,4.4,12-01-2014,307.11
P-10841,B-3078,clothing,women s clothing,western wear,4.6,01-06-2016,641.41
P-1036,B-3078,clothing,men s clothing,accessories combo sets,3.8,31-12-2019,618
P-10212,B-2708,clothing,women s clothing,ethnic wear,3.7,25-03-2017,1246.74
P-8945,B-2307,jewellery,rings,unknown,4.8,01-01-2014,26714.21
P-292,B-3078,footwear,men s footwear,sports shoes,4.2,12-12-2016,781.09
P-6674,B-1755,home furnishing,floor coverings,carpets rugs,3.1,18-03-2013,712.2
P-1909,B-405,jewellery,rings,unknown,2.5,01-01-2014,27894.74
P-11077,B-2941,sports fitness,team sports,cricket,3.8,23-06-2020,1421.21
P-3811,B-3078,clothing,women s clothing,ethnic wear,5,31-12-2016,1595.28
P-2693,B-696,mobiles accessories,mobile accessories,headphones,1.3,21-04-2020,1981.51
P-8349,B-2372,clothing,women s clothing,western wear,2,30-12-2012,404.21
P-4025,B-1035,mobiles accessories,tablet accessories,cases covers,2.5,01-01-2016,1635.26
P-1818,B-402,health personal care appliances,personal care appliances,shavers,4.9,18-03-2019,2252.37
P-12024,B-3078,footwear,men s footwear,casual shoes,1.3,12-12-2015,1091.14
P-6335,B-1653,clothing,women s clothing,lingerie sleep swimwear,1.5,23-04-2013,648.48
P-5694,B-1517,jewellery,rings,unknown,3.6,01-01-2020,28645.96
P-5292,B-1412,furniture,pet furniture,unknown,4.1,29-12-2016,2051.61
P-9183,B-2364,health personal care appliances,personal care appliances,hair dryers,2.7,03-03-2014,1429.23
P-1824,B-404,jewellery,bangles bracelets armlets,bracelets,2.7,20-12-2017,9178.36
P-3834,B-989,home decor festive needs,table decor handicrafts,showpieces,1.5,01-04-2018,2086.83
P-3625,B-3078,clothing,women s clothing,western wear,1.9,31-12-2018,460.6
P-3835,B-3078,beauty and personal care,fragrances,deodorants,3.5,12-01-2019,300.55
P-10563,B-2768,toys school supplies,educational toys,blocks building sets,3,21-06-2015,1021.57
P-1254,B-205,computers,laptop accessories,batteries,2.6,01-07-2019,1676.81
P-4498,B-1191,kitchen dining,kitchen tools,kitchen knives,4.1,21-06-2019,869.72
P-10914,B-3078,footwear,women s footwear,wedges,3,01-07-2016,688.96
P-1201,B-188,clothing,men s clothing,inner wear sleep wear,3.4,04-02-2018,979.04
P-7605,B-2034,jewellery,bangles bracelets armlets,bangles,1.7,30-12-2018,434.39
P-6996,B-1847,jewellery,accessories,brooches,3.2,28-02-2013,651.03
P-7849,B-2090,home decor festive needs,showpieces,ethnic,3.5,12-01-2014,947.54
P-8250,B-1936,clothing,women s clothing,lingerie sleep swimwear,3.2,01-07-2014,378.3
P-2508,B-613,clothing,women s clothing,maternity wear,1.9,13-06-2018,968.15
P-1666,B-3078,footwear,women s footwear,casual shoes,4.3,12-04-2016,1068.33
P-8840,B-3078,clothing,women s clothing,western wear,4,01-04-2014,772.52
P-10708,B-2817,kitchen dining,housekeeping laundry,home cleaning,3,06-07-2013,878.95
P-10778,B-2848,home decor festive needs,showpieces,swayambhu showpieces,4.4,01-04-2018,1027.36
P-6678,B-1759,home decor festive needs,showpieces,ethnic,3,12-01-2012,1800.28
P-680,B-133,automotive,accessories spare parts,car interior exterior,2.1,12-01-2015,1584.58
P-6673,B-2679,clothing,women s clothing,western wear,2.1,30-12-2014,426.92
P-12499,B-3337,zikrak exim women wedges,unknown,unknown,4.3,05-09-2016,460.39
P-11651,B-3126,jewellery,necklaces chains,necklaces,2.6,12-01-2018,370.12
P-7130,B-1900,automotive,car accessories,car interior,2.9,12-01-2012,766.07
P-2443,B-589,home decor festive needs,table decor handicrafts,showpieces,3.6,01-03-2020,1121.97
P-5918,B-3078,footwear,kids infant footwear,for boys,1.2,01-07-2018,904.46
P-8667,B-3078,kitchen dining,coffee mugs,prithish coffee mugs,3.1,12-01-2015,209.7
P-11905,B-3197,jewellery,necklaces chains,necklaces,3.1,12-01-2016,388.51
P-9224,B-3078,home decor festive needs,wall decor clocks,clocks,3.5,12-12-2018,1082.28
P-4849,B-3078,clothing,women s clothing,western wear,5,30-12-2012,413.47
P-10721,B-2821,tools hardware,tools,gardening tools,4,01-07-2014,1485.05
P-4383,B-3231,clothing,women s clothing,lingerie sleep swimwear,4.1,01-07-2020,349.34
P-10671,B-3078,footwear,women s footwear,casual shoes,3.8,12-04-2013,1058.41
P-6131,B-3078,clothing,women s clothing,western wear,4.2,12-01-2017,787.47
P-1916,B-2679,clothing,women s clothing,western wear,3,30-12-2019,456.03
P-2895,B-745,toys school supplies,musical instruments toys,dinoimpex musical instruments toys,1.8,20-05-2020,1776.7
P-11021,B-2924,bags wallets belts,bags,backpacks,2.1,24-05-2015,795.83
P-8642,B-3078,kitchen dining,coffee mugs,printland coffee mugs,3.9,12-01-2013,292.84
P-10229,B-2713,clothing,women s clothing,lingerie sleep swimwear,2,17-06-2020,788.17
P-3751,B-3078,watches,wrist watches,figo fashion wrist watches,4.4,01-07-2014,722.52
P-11110,B-3231,clothing,women s clothing,lingerie sleep swimwear,2.6,01-07-2017,310.71
P-5923,B-3078,footwear,women s footwear,heels,1.1,01-07-2014,736.85
P-2824,B-731,home entertainment,video players accessories,home theaters,1.8,18-03-2019,794.26
P-9446,B-2436,clothing,men s clothing,ethnic wear,1.4,18-03-2014,1319.21
P-4445,B-1170,clothing,women s clothing,western wear,2.3,30-04-2017,888.58
P-9815,B-2564,jewellery,rings,unknown,4.9,01-01-2015,30062.92
P-6270,B-3078,watches,wrist watches,lamex timewear wrist watches,1.5,01-07-2014,739.23
P-12563,B-3352,computers,network components,routers,2.7,12-01-2014,3527.57
P-7584,B-3078,clothing,men s clothing,t shirts,1.1,13-12-2013,553.57
P-9573,B-3078,clothing,women s clothing,accessories,4,12-01-2014,824.23
P-11822,B-3178,clothing,women s clothing,ethnic wear,1.7,16-03-2020,1307.03
P-4657,B-1237,mobiles accessories,tablet accessories,cases covers,4.9,01-01-2014,1521.08
P-5356,B-1428,jewellery,necklaces chains,necklaces,5,12-01-2017,400.97
P-8413,B-2214,pens stationery,pens,fountain pens,4,18-03-2019,1339.26
P-8405,B-2209,watches,wrist watches,pittsburgh polo club wrist watches,3.7,24-04-2014,419.52
P-701,B-133,automotive,accessories spare parts,car interior exterior,4.3,12-01-2015,1592.58
P-4488,B-1186,kitchen dining,coffee mugs,happiness is coffee mugs,1.6,26-06-2016,1020.92
P-2937,B-3078,toys school supplies,school supplies,geometry pencil boxes,1,12-01-2014,322.06
P-7139,B-1902,footwear,kids infant footwear,for boys,3.1,05-10-2016,615.27
P-9403,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,1.5,12-01-2019,268.61
P-7642,B-3078,clothing,men s clothing,t shirts,4.9,13-12-2015,553.83
P-522,B-126,sunglasses,aligatorr aviator sunglasses,unknown,4.9,06-10-2018,2690.08
P-6879,B-3078,watches,wrist watches,maxima wrist watches,5,01-07-2016,1479.86
P-2975,B-761,home decor festive needs,table decor handicrafts,showpieces,2,01-04-2015,995.89
P-129,B-32,home decor festive needs,table decor handicrafts,showpieces,4.8,01-04-2014,1438.65
P-10810,B-2863,jewellery,jewellery sets,unknown,4,01-01-2019,8057.77
P-6208,B-2355,clothing,women s clothing,lingerie sleep swimwear,5,01-07-2018,347.69
P-794,B-133,automotive,accessories spare parts,car interior exterior,4.2,12-01-2014,1518.87
P-10252,B-3078,watches,wrist watches,sonata wrist watches,4.3,01-07-2019,891.19
P-3676,B-943,clothing,women s clothing,western wear,4,24-04-2018,1130.56
P-5222,B-3078,clothing,women s clothing,western wear,2.5,01-01-2018,635.14
P-4539,B-1198,jewellery,necklaces chains,necklaces,2.3,12-01-2016,310.64
P-2377,B-571,clothing,men s clothing,inner wear sleep wear,1.9,04-02-2014,883.67
P-586,B-133,automotive,accessories spare parts,car interior exterior,2.8,12-01-2017,1596.3
P-1194,B-2372,clothing,women s clothing,western wear,4.7,30-12-2019,408.98
P-4899,B-3078,clothing,women s clothing,western wear,2.4,12-01-2019,848.73
P-6790,B-3078,clothing,women s clothing,western wear,4.9,12-01-2016,799.13
P-2863,B-738,home decor festive needs,decorative lighting lamps,series lights,2.1,01-01-2017,768.4
P-5091,B-1347,computers,computer components,motherboards,4.5,24-02-2019,3000.94
P-6697,B-1765,jewellery,bangles bracelets armlets,bangles,4.4,30-12-2019,543.28
P-7485,B-2006,baby care,infant wear,baby girls clothes,2.8,28-02-2015,1073.29
P-11314,B-2372,clothing,women s clothing,western wear,2.1,30-12-2013,383.72
P-8431,B-2281,clothing,women s clothing,lingerie sleep swimwear,1,01-07-2018,300.84
P-970,B-133,automotive,accessories spare parts,car interior exterior,1.6,12-01-2018,1379.89
P-6960,B-3078,clothing,women s clothing,western wear,4,01-06-2017,588.94
P-8837,B-3078,clothing,women s clothing,ethnic wear,5,12-01-2015,788.93
P-7609,B-2036,home furnishing,bath linen,towels,3.4,20-12-2017,580.33
P-9786,B-3078,clothing,women s clothing,western wear,3.7,01-06-2015,612.9
P-10648,B-3078,footwear,women s footwear,wedges,2.2,01-07-2016,674.5
P-7883,B-3078,clothing,men s clothing,t shirts,2.9,13-12-2013,596.91
P-5796,B-2372,clothing,men s clothing,shirts,4.5,12-06-2019,924.29
P-7132,B-1900,automotive,car accessories,car interior,4.4,12-01-2017,845.67
P-8633,B-3078,kitchen dining,coffee mugs,printland coffee mugs,3.1,12-01-2019,272.37
P-7825,B-3078,watches,wrist watches,omax wrist watches,1.4,01-07-2015,937.84
P-12105,B-3078,footwear,women s footwear,wedges,4.7,01-07-2020,679.78
P-3956,B-1019,clothing,kids clothing,girls wear,2.8,26-05-2019,2381.09
P-11327,B-3001,clothing,kids clothing,girls wear,2.3,05-01-2017,936.76
P-3008,B-771,footwear,men s footwear,slippers flip flops,3.3,20-04-2020,1350.44
P-8939,B-2307,jewellery,rings,unknown,2.8,01-01-2014,23168.83
P-1306,B-219,home furnishing,curtains accessories,curtains,3.7,03-03-2015,603.71
P-11106,B-1154,clothing,women s clothing,lingerie sleep swimwear,1.4,01-07-2017,245.66
P-9343,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,3.4,12-01-2014,248.26
P-10149,B-2695,computers,laptop accessories,adapters,2.5,03-11-2020,550.29
P-2161,B-489,automotive,car bike accessories,car interior exterior,3.2,23-06-2018,769.74
P-11935,B-3197,jewellery,jewellery sets,unknown,1.7,01-01-2017,6771.93
P-1844,B-405,jewellery,rings,unknown,4.3,01-01-2014,29543.27
P-11726,B-3149,automotive,accessories spare parts,car interior exterior,1.5,16-04-2020,756.31
P-4035,B-1040,jewellery,rings,unknown,1.5,01-06-2019,5047.52
P-7557,B-3078,clothing,women s clothing,western wear,3,01-07-2019,634.45
P-4169,B-3078,footwear,women s footwear,wedges,3.9,01-07-2016,461.76
P-9038,B-2314,home furnishing,bed linen,blankets quilts dohars,4,12-12-2014,1631.41
P-449,B-105,mobiles accessories,tablet accessories,cases covers,4.7,01-01-2016,1739.74
P-4536,B-3078,clothing,kids clothing,girls wear,1.1,20-12-2018,664.76
P-6572,B-3078,beauty and personal care,body and skin care,face care,3.2,31-12-2014,620
P-64,B-3078,clothing,kids clothing,girls wear,2,01-06-2014,982.65
P-6018,B-1579,jewellery,bangles bracelets armlets,bracelets,2,20-12-2018,477.18
P-12529,B-3078,footwear,men s footwear,casual shoes,3.8,29-12-2017,1439.32
P-8437,B-2161,clothing,women s clothing,lingerie sleep swimwear,3.6,01-07-2020,404.05
P-2401,B-2355,clothing,women s clothing,lingerie sleep swimwear,1.1,01-07-2013,302
P-6677,B-1758,jewellery,earrings,unknown,4.4,12-12-2016,573.14
P-8780,B-2265,mobiles accessories,mobile accessories,screen protectors,4.5,03-12-2015,441.32
P-12403,B-3302,tools hardware,tools,gardening tools,1.4,01-07-2014,1621.93
P-5857,B-3078,clothing,women s clothing,western wear,3.9,12-01-2012,780.24
P-7308,B-1951,jewellery,bangles bracelets armlets,bracelets,4.7,01-04-2020,740.73
P-1165,B-179,clothing,women s clothing,ethnic wear,4.4,03-05-2014,1394.31
P-2663,B-3078,clothing,women s clothing,ethnic wear,4.5,31-12-2013,774.09
P-7685,B-3078,clothing,men s clothing,t shirts,2.7,13-12-2016,620.68
P-9494,B-2453,ruhi s creations polyester silk blend cartoon ki,unknown,unknown,1,05-10-2016,692.84
P-3187,B-3078,footwear,men s footwear,casual shoes,5,29-12-2018,1526.23
P-1383,B-241,asics gel kayano 22 running shoes,unknown,unknown,4.5,04-04-2013,1562.09
P-603,B-133,automotive,accessories spare parts,car interior exterior,1.6,12-01-2019,1587.63
P-7390,B-1987,toys school supplies,action figures,nendoroid action figures,2.6,03-03-2017,3779.6
P-8270,B-3078,watches,wrist watches,perucci wrist watches,1.8,12-12-2018,642.78
P-10747,B-2833,tools hardware,tools,gardening tools,1,01-07-2014,1028.97
P-3926,B-1015,jewellery,necklaces chains,necklaces,4.6,12-01-2018,593.97
P-10569,B-1805,clothing,women s clothing,lingerie sleep swimwear,2.8,01-07-2016,318.42
P-5417,B-1444,cameras accessories,camera accessories,lens hoods,3.3,29-12-2019,1427.99
P-10609,B-3078,clothing,women s clothing,western wear,4,01-06-2014,769.25
P-539,B-3078,clothing,men s clothing,trousers,3.2,01-02-2015,736.38
P-1587,B-313,jewellery,bangles bracelets armlets,bracelets,2.8,20-12-2015,412.17
P-8354,B-2194,pens stationery,office supplies,piedpaper office supplies,4.2,31-12-2016,23802.81
P-3497,B-907,clothing,women s clothing,lingerie sleep swimwear,1,26-05-2014,1663.07
P-2588,B-3078,clothing,women s clothing,ethnic wear,1.6,31-12-2015,491.72
P-12025,B-3078,footwear,women s footwear,wedges,1.9,12-12-2017,836.43
P-2306,B-546,baby care,infant wear,baby girls clothes,4,29-04-2013,983.12
P-8634,B-3078,kitchen dining,coffee mugs,printland coffee mugs,4.1,12-01-2017,296.8
P-225,B-64,automotive,accessories spare parts,car interior exterior,2.3,12-01-2017,2391.93
P-9981,B-2612,home decor festive needs,showpieces,ethnic,2.5,12-01-2019,2210.28
P-10070,B-2657,sj bushnell 122 1000m binoculars 36 mm black,unknown,unknown,2.8,25-03-2014,3678.29
P-11660,B-3131,jewellery,jewellery sets,unknown,2,12-12-2012,999.34
P-10917,B-3078,footwear,women s footwear,heels,2.6,01-07-2020,799.83
P-4782,B-1264,computers,laptop accessories,batteries,4.7,01-07-2019,2315.61
P-4686,B-1244,home furnishing,curtains accessories,curtains,5,03-05-2020,1039.48
P-4110,B-2680,clothing,men s clothing,jeans,3.6,12-12-2013,1498.54
P-9246,B-2385,remson india women flats,unknown,unknown,4.4,05-10-2013,621.14
P-7986,B-3078,clothing,men s clothing,t shirts,2.3,13-12-2015,484.02
P-4304,B-3078,clothing,women s clothing,western wear,1.4,01-02-2018,601.75
P-1336,B-222,furniture,living room,sofas sectionals,2.5,31-12-2013,49258.85
P-12094,B-3225,home furnishing,bed linen,blankets quilts dohars,2.3,01-01-2015,930.55
P-1889,B-405,jewellery,rings,unknown,4.3,01-06-2017,16264.44
P-11117,B-2945,pens stationery,office supplies,diaries,2.9,31-12-2012,693.86
P-2012,B-2201,clothing,women s clothing,lingerie sleep swimwear,1.8,01-07-2020,430.47
P-5211,B-1382,jewellery,necklaces chains,necklaces,1.6,12-01-2012,331.27
P-1285,B-213,jewellery,bangles bracelets armlets,bracelets,4,20-12-2019,613.75
P-4929,B-1300,jewellery,necklaces chains,necklaces,1.1,12-01-2016,355.38
P-4666,B-1237,mobiles accessories,tablet accessories,cases covers,4.8,01-01-2014,1270.08
P-12293,B-3275,automotive,car bike accessories,bike essentials,1.7,17-06-2018,761.79
P-1424,B-250,automotive,accessories spare parts,car bike care,2.6,31-12-2017,371.29
P-633,B-133,automotive,accessories spare parts,car interior exterior,1.7,12-01-2016,1591.91
P-7707,B-3078,kitchen dining,containers bottles,bottles sippers,3,12-12-2013,509.28
P-8051,B-2128,jewellery,rings,unknown,3.5,01-01-2014,30961.29
P-1693,B-350,clothing,women s clothing,sports gym wear,4,06-09-2016,757.14
P-11924,B-3197,jewellery,necklaces chains,necklaces,1.6,12-01-2016,384.5
P-3002,B-3078,footwear,women s footwear,wedges,2.8,01-07-2014,634.35
P-719,B-133,automotive,accessories spare parts,car interior exterior,2.4,12-01-2014,1587.55
P-11088,B-397,clothing,women s clothing,lingerie sleep swimwear,4.4,01-07-2018,292.37
P-464,B-113,clothing,women s clothing,western wear,1.5,05-10-2017,932.73
P-11188,B-3078,clothing,men s clothing,winter seasonal wear,1.2,29-12-2018,809.1
P-3964,B-1020,jewellery,rings,unknown,3.2,01-01-2020,28571.18
P-9979,B-2610,jewellery,jewellery sets,unknown,1.5,12-12-2014,668.15
P-733,B-133,automotive,accessories spare parts,car interior exterior,4.8,12-01-2019,1573.92
P-9519,B-2462,beauty and personal care,combos and kits,rythmx combos and kits,2,06-02-2015,576.91
P-5691,B-1517,jewellery,rings,unknown,2.8,01-01-2013,28286.22
P-8361,B-2197,home kitchen,kitchen appliances,induction cooktops,3.3,05-10-2015,824.29
P-10191,B-2701,mobiles accessories,tablet accessories,cases covers,2.4,31-12-2017,543.32
P-4388,B-3078,footwear,women s footwear,wedges,5,29-12-2012,1062.9
P-2993,B-3078,footwear,women s footwear,casual shoes,1.9,12-01-2016,678.31
P-2426,B-579,clothing,women s clothing,western wear,4,05-12-2016,703.72
P-5349,B-1424,jewellery,necklaces chains,necklaces,4.7,31-12-2016,4530.25
P-7675,B-3078,clothing,men s clothing,t shirts,1.4,13-12-2017,490.37
P-6628,B-3078,watches,wrist watches,luba wrist watches,5,12-12-2014,513.13
P-3145,B-810,tools hardware,tools,gardening tools,3.6,01-07-2014,758.7
P-7399,B-3078,pens stationery,college supplies,geometry pencil boxes,2.3,12-01-2018,376.96
P-7295,B-1947,home decor festive needs,decorative lighting lamps,series lights,4.6,01-01-2016,930.43
P-2545,B-632,clothing,kids clothing,girls wear,2.3,03-11-2020,816.69
P-8560,B-2250,computers,laptop accessories,computer accessories combos,2.2,03-03-2020,513.99
P-6134,B-3078,clothing,women s clothing,western wear,4.3,12-01-2012,740.83
P-11572,B-3093,jewellery,necklaces chains,necklaces,4.5,12-01-2019,267.77
P-1950,B-418,clothing,kids clothing,girls wear,4.8,06-04-2015,730.53
P-5554,B-1478,jewellery,necklaces chains,necklaces,4.8,12-01-2017,251.47
P-3101,B-795,clothing,women s clothing,ethnic wear,1.5,20-06-2019,3167.71
P-11114,B-2944,home furnishing,kitchen dining linen,kitchen linen sets,3.9,06-09-2017,623.19
P-10135,B-2693,home decor festive needs,wall decor clocks,wall decals stickers,3.3,03-07-2016,2290.21
P-12332,B-3282,clothing,kids clothing,girls wear,4.4,05-10-2016,856.91
P-4483,B-3078,clothing,women s clothing,winter seasonal wear,1,01-06-2020,1200.19
P-2504,B-2679,clothing,women s clothing,western wear,1,30-12-2016,441.89
P-8501,B-3078,clothing,women s clothing,ethnic wear,3.9,12-01-2019,611.14
P-83,B-14,jewellery,bangles bracelets armlets,bangles,4.9,20-12-2013,794.75
P-4941,B-1305,footwear,women s footwear,casual shoes,1.9,04-12-2017,1631.83
P-8879,B-2298,clothing,men s clothing,inner wear sleep wear,2.4,27-05-2017,1212.5
P-8815,B-3078,bags wallets belts,bags,backpacks,3.3,01-01-2020,616.88
P-8047,B-3078,clothing,women s clothing,western wear,2.8,01-06-2014,800.64
P-400,B-89,home furnishing,cushions pillows covers,cushion covers,4.9,30-12-2017,2210.46
P-4704,B-1251,home furnishing,curtains accessories,curtains,2.6,31-12-2017,984.6
P-6970,B-3078,clothing,women s clothing,western wear,2.2,12-01-2017,762.79
P-7305,B-1949,home decor festive needs,candles fragrances,home fragrances,3.4,01-06-2018,799.1
P-7054,B-1871,clothing,women s clothing,western wear,3.8,14-04-2016,739.19
P-2679,B-689,jewellery,bangles bracelets armlets,bracelets,2.8,20-12-2014,580.19
P-8979,B-2307,jewellery,rings,unknown,1.3,01-01-2017,26240.03
P-6907,B-3078,watches,wrist watches,maxima wrist watches,2.4,01-07-2013,730.66
P-999,B-133,automotive,accessories spare parts,car interior exterior,1.3,12-01-2018,1381.22
P-11063,B-2933,mobiles accessories,tablet accessories,cases covers,4.8,20-12-2019,777.5
P-11441,B-3078,clothing,women s clothing,western wear,1.6,01-07-2016,1121.66
P-1386,B-2372,clothing,women s clothing,western wear,1.7,30-12-2013,348.56
P-1141,B-2372,clothing,women s clothing,western wear,2,30-12-2014,394.85
P-11230,B-3078,toys school supplies,school supplies,geometry pencil boxes,5,12-01-2016,330.63
P-4541,B-1198,jewellery,necklaces chains,necklaces,4.7,12-01-2014,367.3
P-4149,B-1076,mobiles accessories,mobile accessories,cables,1.2,03-07-2019,366.03
P-10296,B-2719,home entertainment,video players accessories,home theaters,1.5,18-03-2019,1333.49
P-5977,B-1569,mobiles accessories,mobile accessories,mobile pouches,1.7,03-05-2013,38879.05
P-4904,B-3078,clothing,women s clothing,western wear,1.7,31-12-2014,432.6
P-8891,B-2301,jewellery,bangles bracelets armlets,bangles,3,12-12-2017,451.93
P-5189,B-1377,jewellery,rings,unknown,2.8,01-01-2015,25162.85
P-7650,B-3078,clothing,men s clothing,t shirts,1.6,13-12-2018,431.53
P-8081,B-3078,toys school supplies,school supplies,geometry pencil boxes,3.3,12-01-2019,228.29
P-10473,B-2741,automotive,accessories spare parts,spares performance parts,2.7,31-12-2016,840.21
P-12524,B-3078,footwear,men s footwear,casual shoes,4.3,29-12-2019,1472.89
P-11860,B-2355,clothing,women s clothing,lingerie sleep swimwear,1,01-07-2013,293.28
P-3231,B-840,computers,tablet accessories,cases covers,3.3,21-06-2020,1116.25
P-11028,B-2925,home furnishing,bed linen,blankets quilts dohars,4.9,01-01-2015,1113.43
P-10901,B-3078,clothing,women s clothing,western wear,1.2,01-06-2017,765.63
P-5748,B-1517,jewellery,rings,unknown,2.5,01-01-2015,27227.42
P-2927,B-3078,toys school supplies,soft toys,disney soft toys,2.5,01-03-2019,1838.28
P-4019,B-1033,mobiles accessories,mobile accessories,mobile chargers,1.5,28-06-2017,792.75
P-566,B-133,automotive,accessories spare parts,car interior exterior,1.5,12-01-2018,1584.71
P-8569,B-2250,computers,laptop accessories,computer accessories combos,4,03-03-2014,474.02
P-10655,B-2372,clothing,women s clothing,western wear,5,12-12-2014,823.41
P-323,B-3078,footwear,women s footwear,wedges,1.4,29-12-2015,758.97
P-3065,B-3078,clothing,women s clothing,western wear,2.9,01-06-2014,725.02
P-6888,B-3078,watches,wrist watches,maxima wrist watches,4.2,01-07-2016,850.92
P-6232,B-1638,home decor festive needs,showpieces,ethnic,3.3,12-01-2017,1311.44
P-5844,B-2679,clothing,women s clothing,western wear,3.4,30-12-2018,414.95
P-6918,B-3078,clothing,women s clothing,western wear,3,12-01-2018,799.07
P-6383,B-3078,footwear,women s footwear,flats,3.4,01-01-2016,1236.03
P-3426,B-2372,clothing,women s clothing,western wear,4,30-12-2018,448.49
P-10650,B-2794,home furnishing,cushions pillows covers,cushion covers,1,03-07-2014,1233.22
P-5281,B-1409,jewellery,necklaces chains,necklaces,5,12-01-2012,340.18
P-10954,B-2901,clothing,women s clothing,sports gym wear,4.5,06-09-2019,836.12
